cache_key,model,source,window_text,embedding_json,created_at,embedding_success,embedding_error
b3b56a6565ff29f056336411bf2bc93b17b47b419f69d88d86ce5789f147f736,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,nai no mor more wawhat happening hereon bon bonongood anything elsern in ranti brage garach,"[0.0,0.0,0.0,0.22941573387056174,0.0,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,0.22941573387056174,0.0,0.0,0.0,0.0,0.4588314677411235,0.22941573387056174,0.22941573387056174,0.0,0.22941573387056174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4588314677411235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,0.0,0.0,0.0,0.0,0.22941573387056174,0.0,0.0,0.0,0.22941573387056174,0.0,0.22941573387056174,0.0,0.0,0.0,0.22941573387056174,0.0,0.0]",2026-06-12T14:37:11.511068+00:00,1,
fdaaee4e7be2c6624eda646b6e2a742b5beeda7afc8081bddf0c53190b77faa3,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,happening hereon bon bonongood anything elsern in ranti brage garach an rovle or noant ardhow,"[0.0,0.0,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581988897471611,0.0,0.0,0.0,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.2581988897471611,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.2581988897471611,0.0,0.0,0.0,0.2581988897471611,0.0,0.2581988897471611,0.0,0.0,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511085+00:00,1,
b4589b64f42f1d996ac52661382940eec41738a76ed0e5ecf8fa1e8131c2b966,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,elsern in ranti brage garach an rovle or noant ardhow can he gd otel tal,"[0.0,0.24253562503633297,0.0,0.24253562503633297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24253562503633297,0.0,0.0,0.24253562503633297,0.24253562503633297,0.0,0.24253562503633297,0.24253562503633297,0.0,0.0,0.0,0.0,0.0,0.0,0.24253562503633297,0.0,0.24253562503633297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24253562503633297,0.24253562503633297,0.0,0.0,0.0,0.0,0.0,0.24253562503633297,0.0,0.0,0.0,0.0,0.0,0.24253562503633297,0.0,0.0,0.0,0.0,0.0,0.48507125007266594,0.0,0.0,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511100+00:00,1,
7155dbc2b7f986682c381647cd476d5ea16fccfb03c684c567eb171723c5b48b,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,an rovle or noant ardhow can he gd otel tal ar hu,"[0.0,0.2886751345948129,0.0,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2886751345948129,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2886751345948129,0.0,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2886751345948129,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.2886751345948129,0.0,0.2886751345948129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2886751345948129,0.0,0.0,0.0,0.2886751345948129,0.0,0.0]",2026-06-12T14:37:11.511114+00:00,1,
73f166028cbb770b13bd2cdaaefb320401d256dd681a03edf57fdd94024e4385,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,tell me what's going on all the action what's going on in this pcarl is,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17407765595569785,0.3481553119113957,0.0,0.17407765595569785,0.0,0.0,0.17407765595569785,0.3481553119113957,0.0,0.17407765595569785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17407765595569785,0.0,0.0,0.17407765595569785,0.17407765595569785,0.0,0.0,0.0,0.0,0.0,0.0,0.17407765595569785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17407765595569785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6963106238227914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511128+00:00,1,
405d2d8cc6bc45a070405b171d0c37ff04e43e63345117370c8fc31dc41a4f07,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,all the action what's going on in this pcarl is a boyn its a i,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21320071635561041,0.0,0.21320071635561041,0.0,0.0,0.42640143271122083,0.21320071635561041,0.0,0.21320071635561041,0.0,0.0,0.0,0.21320071635561041,0.0,0.0,0.0,0.0,0.21320071635561041,0.0,0.0,0.0,0.21320071635561041,0.0,0.0,0.0,0.0,0.0,0.0,0.21320071635561041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21320071635561041,0.0,0.21320071635561041,0.0,0.0,0.42640143271122083,0.0,0.0,0.0,0.0,0.42640143271122083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511141+00:00,1,
ab7384af6946d157c92753a8db96031ed2c71bfabfb1e27bfadfc3a484f9c435,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,on in this pcarl is a boyn its a i ain't exchangeand thit won't think,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3713906763541037,0.0,0.18569533817705186,0.3713906763541037,0.0,0.0,0.0,0.18569533817705186,0.0,0.0,0.0,0.0,0.18569533817705186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18569533817705186,0.18569533817705186,0.0,0.18569533817705186,0.0,0.0,0.3713906763541037,0.5570860145311556,0.0,0.0,0.0,0.18569533817705186,0.0,0.0,0.0,0.0,0.18569533817705186,0.0,0.0,0.0]",2026-06-12T14:37:11.511154+00:00,1,
e8b868b0fecb3a7320aaded5e84f2c0f7e637e4dcfa3b0e69dac1ce9f97e3a0a,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,a boyn its a i ain't exchangeand thit won't think its ining alva to bean,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19245008972987526,0.0,0.19245008972987526,0.19245008972987526,0.0,0.0,0.0,0.19245008972987526,0.0,0.0,0.19245008972987526,0.0,0.0,0.19245008972987526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19245008972987526,0.0,0.0,0.0,0.19245008972987526,0.0,0.0,0.3849001794597505,0.0,0.0,0.3849001794597505,0.5773502691896257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19245008972987526,0.0,0.19245008972987526,0.0]",2026-06-12T14:37:11.511168+00:00,1,
2720ab8271e340cc4638ef73d23554e406bbeb2e4343c9f70f640e872b5c7549,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,ain't exchangeand thit won't think its ining alva to bean easy patence and hi doin,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4]",2026-06-12T14:37:11.511178+00:00,1,
68a2c0728136e237e9790fe60a59137ed6cfe36a1446e50e0faa38a8c7f1455e,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,its ining alva to bean easy patence and hi doin tomthing omanything else going on,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,0.0,0.0,0.0,0.0,0.22941573387056174,0.0,0.0,0.22941573387056174,0.0,0.0,0.0,0.22941573387056174,0.0,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,0.0,0.22941573387056174,0.0,0.0,0.0,0.0,0.22941573387056174,0.0,0.22941573387056174,0.0,0.0,0.0,0.0,0.22941573387056174,0.0,0.0,0.4588314677411235,0.0,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,0.4588314677411235]",2026-06-12T14:37:11.511192+00:00,1,
e5312d918d49f5d176b9308a925444e03e914547268997adca3b5e434e845a60,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,easy patence and hi doin tomthing omanything else going on in the picture anything ou,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4364357804719848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.2182178902359924,0.0,0.2182178902359924,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.4364357804719848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4364357804719848]",2026-06-12T14:37:11.511204+00:00,1,
caf3f1368eee6c3abd6709d867f2065408b725315738dc871db5f3fec78033d6,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,tomthing omanything else going on in the picture anything ou longgoing on any more action,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41702882811414954,0.0,0.0,0.20851441405707477,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.20851441405707477,0.0,0.20851441405707477,0.0,0.0,0.0,0.20851441405707477,0.0,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.0,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.0,0.0,0.6255432421712244,0.0,0.0,0.20851441405707477,0.20851441405707477,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511217+00:00,1,
fe452527830c29a73799eab5d19d3cd6851ccd69411171e46ba1d6d07cb98896,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,in the picture anything ou longgoing on any more action in the picturechilteredhow care,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,0.0,0.0,0.23570226039551587,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,0.47140452079103173,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,0.0,0.0,0.0,0.0,0.0,0.0,0.47140452079103173,0.0,0.0,0.23570226039551587,0.0,0.0,0.0,0.23570226039551587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,0.0,0.0,0.0,0.0,0.0,0.23570226039551587,0.0,0.0,0.23570226039551587,0.23570226039551587,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511229+00:00,1,
a4d6c1d0a960d03f09b478fa51eeab98d4c3fbd0c4a2e96290d7f6763aa98078,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,eeeonow esir pookig yar fom eea e minbut i gut a pat a me o,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.2182178902359924,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.4364357804719848,0.4364357804719848,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4364357804719848,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924]",2026-06-12T14:37:11.511241+00:00,1,
419b63bd2ac0f63f2532eb758a2ec1eb528a2393d3b3e1d5eec65b94e418405e,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,eea e minbut i gut a pat a me o a o od muttered oot,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.20851441405707477,0.0,0.0,0.0,0.20851441405707477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.20851441405707477,0.0,0.0,0.20851441405707477,0.0,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.20851441405707477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6255432421712244,0.41702882811414954,0.0,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.0,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511253+00:00,1,
b0a23fbb4e1d84fb1d40f869ff3ae74600a5f6154dae61dea41271066fb28f36,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,a pat a me o a o od muttered oot the throward w man this,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.0,0.20851441405707477,0.0,0.0,0.0,0.20851441405707477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.0,0.0,0.0,0.0,0.20851441405707477,0.0,0.20851441405707477,0.20851441405707477,0.0,0.0,0.0,0.0,0.20851441405707477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.0,0.0,0.6255432421712244,0.41702882811414954,0.0,0.0,0.0,0.0,0.0,0.0,0.20851441405707477,0.0,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511264+00:00,1,
481e22498ad2bd2696b38a48deb07a2c8d723cb202422feae1a573ba5b708414,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,a o od muttered oot the throward w man this boyhers boute pus in erew,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.2182178902359924,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.2182178902359924,0.6546536707079772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.2182178902359924,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511280+00:00,1,
5cd380e9aa1f6fb94f897d33c9f68f14300fd36c679ae3de198149f8676924f2,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,the throward w man this boyhers boute pus in erew down on e tor oan,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.2182178902359924,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.6546536707079772,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.2182178902359924,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511291+00:00,1,
b64f623d57d63862acc0d96da6ef891c5310dd1fea7c24ace3e7496470e9ea0a,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,boyhers boute pus in erew down on e tor oan deco on the bu n,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.2182178902359924,0.0,0.0,0.2182178902359924,0.0,0.2182178902359924,0.2182178902359924,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.4364357804719848,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.4364357804719848,0.0,0.0,0.0,0.0,0.0,0.4364357804719848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511303+00:00,1,
c9c23e30081e755b0c38e7743db3696992030e915e2667779dbaa05042cd026f,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,down on e tor oan deco on the bu n a othe othe f and,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.2182178902359924,0.2182178902359924,0.0,0.4364357804719848,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.2182178902359924,0.4364357804719848,0.2182178902359924,0.0,0.0,0.0,0.0,0.4364357804719848,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511323+00:00,1,
f5b4e0820fd9ea9578c7f717a579bd104be0a4c6e932d1dc646b9771edcce7be,local_hashing_surrogate_for_bge-m3,local_surrogate_no_api_key,deco on the bu n a othe othe f and the botererld o a bith,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.2182178902359924,0.0,0.0,0.2182178902359924,0.0,0.4364357804719848,0.0,0.4364357804719848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.2182178902359924,0.4364357804719848,0.2182178902359924,0.2182178902359924,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.2182178902359924,0.0,0.0,0.0,0.0]",2026-06-12T14:37:11.511336+00:00,1,
